Related Ids	Улица	Дом	Корпус	Строение	Год постройки	Этажность	Тип дома	Назначение	Высота этажа	Общая площадь	Лифт
2859	улица Борисовские Пруды	6	1								
4795	улица Космонавта Волкова	29	1								
5773	улица Нижняя	14		3							
15793	улица Южнобутовская	139									
26267	улица Образцова	12	2								
28504	улица Верхняя Сыромятническая	7		1							
1222168, 23312	улица Братиславская	15	1								
1606	улица Одесская	18	4								
16104	улица 1-я Дубровская	8/12									
19468	улица 2-я Тверская-Ямская	8									
20391	улица Генерала Белова	16		9							
22853	улица Ивантеевская	9									
24804	проспект Мира	161									
26488	улица Образцова	3									
48197	улица Пятницкая	46		1							
52443	улица Климашкина	16									
54715	улица Демьяна Бедного	4	2								
25125, 1171805	улица Южнобутовская	29									
4243, 28300, 32392	улица Южнобутовская	62									
869	улица Кронштадтский б	14									
2674	улица Южнобутовская	66									
4439	проспект Ленинградский	24		3							
5430	улица Симферопольский б	29	8								
5982	площадь Журавлева	2		1							
8635	шоссе Варшавское	131	5								
12235	улица Кольская	2	5								
23675	улица б Генерала Карбышева	8									
25684	улица Верхние Поля	36	2								
26543	улица Таганская	9									
26751	улица Климашкина	19									
45037	улица Поречная	27	1								
48864	улица Нагатинская	1		34							
50101	улица Валовая	20									
1058862, 26734, 49224, 51409	улица Кастанаевская	13									
14906, 93, 35803, 938, 13588	улица Шверника	7									
24830, 28382, 3383	улица Зоологическая	30		2							
35501, 12673	улица Садовая-Кудринская	20									
913556, 1483984, 1523789, 5032	улица Домодедовская	20	1								
1034	переулок Трубниковский	30		1							
4812	переулок Пушкарев	16									
17986	улица 7-я Кожуховская	18									
25480	улица Зои и Александра Космодемьянских	27									
28241	улица Адмирала Лазарева	52	3								
28652	улица Рябиновая	43а		1							
48636	переулок Оболенский	9	8								
50455	улица Большая Семеновская	28									
51913	улица Марксистская	7									
54596	шоссе Волоколамское	60	2								
1543	улица Верейская	9									
8579	улица Голубинская	16									
15880	улица Кусковская	9									
45398	улица Страстной б	8а									
1056804, 53295, 38562, 38557, 51192	проезд Канатчиковский	7		3							
3614, 1220653	проспект Мичуринский	11	3								
5927, 49975, 9390, 16152, 3510, 26874, 5930	улица Гоголевский б	11									
1864	улица Привольная	2		4							
15998	улица Челябинская	13									
23282	проспект Свободный	20/58									
26719	проезд Кожевнический	4/5									
28565	улица Первомайская	110									
28625	улица Садовая-Черногрязская	22		3							
23757	переулок Лялин	19		1							
24627	проезд Проектируемый № 5112	6									
29746	улица Минская	1г	7								
44496	переулок Плотников	21		1							
45393	улица Ефремова	14		2							
47734	шоссе Энтузиастов	59									
51283	улица Картмазовская	51									
52734	улица Маршала Тухачевского	14	1								
55668	шоссе Симферопольское	13									
1055885, 19207	улица Загорьевская	25									
22796, 26536, 46147, 2408, 15757	улица Чистопрудный б	17		1							
1597	шоссе Варшавское	106									
2357	переулок Филипповский	13		2							
3242	улица Клинская	18	2								
